SubID,WordPair,Word,size,SIZE,GEND,FAM,RT
ETS_0033,33,giraffe,Large,6.089285714,3,5.803571429,552.89
ETS_0033,40,bookcase,Large,4.836363636,2.872727273,5.763636364,613.43
ETS_0033,34,mountain,Large,6.814814815,3.648148148,5.981481481,380.9
ETS_0033,39,downtown,Large,6.020833333,3.083333333,5.791666667,395.57
ETS_0033,36,molecule,Small,1.592592593,3.240740741,4.518518519,497.62
ETS_0033,3,jet,Large,6,3.905660377,5.358490566,366.63
ETS_0033,12,phone,Small,2.980392157,2.862745098,6.37254902,491.97
ETS_0033,7,bear,Large,5.735849057,3.773584906,5.603773585,498.29
ETS_0033,28,mansion,Large,6.345454545,3.109090909,5.236363636,512
ETS_0033,3,lip,Small,2.775862069,1.844827586,5.862068966,707.23
ETS_0033,25,peanut,Small,2.076923077,3.134615385,6.173076923,439.85
ETS_0033,11,glass,Small,3.759259259,2.611111111,5.962962963,563.46
ETS_0033,15,shore,Large,5.689655172,2.362068966,5.827586207,540.44
ETS_0033,37,sandwich,Small,3.26,3.02,6.42,454.05
ETS_0033,19,comet,Large,6.056603774,3.169811321,3.962264151,483.77
ETS_0033,32,gorilla,Large,5.672727273,4.345454545,5.145454545,454.87
ETS_0033,27,stadium,Large,6.41509434,4.188679245,5.981132075,421.78
ETS_0033,24,bullet,Small,2.350877193,4.543859649,5.473684211,471.19
ETS_0033,26,monster,Large,5.413793103,4.293103448,4.103448276,448.19
ETS_0033,14,ocean,Large,6.578947368,2.719298246,5.701754386,528.96
ETS_0033,44,supermarket,Large,5.896551724,2.465517241,6.068965517,575.17
ETS_0033,30,aspirin,Small,1.945454545,3.018181818,5.818181818,593.2
ETS_0033,20,tulip,Small,2.410714286,1.035714286,6.017857143,538.67
ETS_0033,21,button,Small,2.169491525,2.644067797,6.101694915,425.01
ETS_0033,41,cathedral,Large,6.160714286,3.053571429,5.428571429,614.15
ETS_0033,18,camel,Large,5.517241379,3.517241379,4.948275862,456.28
ETS_0033,12,train,Large,6.338983051,4.322033898,6.118644068,488.36
ETS_0033,13,video,Small,3.321428571,3.285714286,6.107142857,422.03
ETS_0033,8,nose,Small,2.622641509,2.943396226,6.396226415,482.54
ETS_0034,41,cigarette,Small,2.345454545,3.854545455,4.981818182,487.57
ETS_0034,13,video,Small,3.321428571,3.285714286,6.107142857,408.59
ETS_0034,40,teaspoon,Small,1.830508475,2.06779661,6.033898305,461.34
ETS_0034,34,magazine,Small,3.25862069,2.034482759,5.879310345,574.21
ETS_0034,39,downtown,Large,6.020833333,3.083333333,5.791666667,459.56
ETS_0034,2,fly,Small,2.551724138,3.310344828,5.551724138,404.69
ETS_0034,26,monster,Large,5.413793103,4.293103448,4.103448276,426.02
ETS_0034,25,peanut,Small,2.076923077,3.134615385,6.173076923,445.47
ETS_0034,5,park,Large,5.614035088,2.719298246,6.456140351,404.1
ETS_0034,6,neck,Small,3.381818182,2.763636364,6.163636364,423.2
ETS_0034,40,bookcase,Large,4.836363636,2.872727273,5.763636364,466.09
ETS_0034,31,buffalo,Large,5.490566038,4.188679245,5.20754717,489.93
ETS_0034,33,giraffe,Large,6.089285714,3,5.803571429,471.29
ETS_0034,29,tractor,Large,5.648148148,4.796296296,5.648148148,580.34
ETS_0034,16,truck,Large,5.508474576,4.745762712,6.169491525,429.79
ETS_0034,44,supermarket,Large,5.896551724,2.465517241,6.068965517,464.25
ETS_0034,45,hummingbird,Small,2.018518519,2.055555556,5.888888889,527.45
ETS_0034,41,cathedral,Large,6.160714286,3.053571429,5.428571429,609.03
ETS_0034,27,stadium,Large,6.41509434,4.188679245,5.981132075,424.18
ETS_0034,22,needle,Small,1.912280702,2.649122807,5.947368421,470.62
ETS_0034,20,moose,Large,6.038461538,4.115384615,5.673076923,606
ETS_0034,3,lip,Small,2.775862069,1.844827586,5.862068966,493.24
ETS_0034,19,snail,Small,2.176470588,3.098039216,5.588235294,374.75
ETS_0034,12,train,Large,6.338983051,4.322033898,6.118644068,403.92
ETS_0034,9,tape,Small,2.354166667,3.208333333,6.395833333,539.36
ETS_0034,14,ocean,Large,6.578947368,2.719298246,5.701754386,603.42
ETS_0034,23,galaxy,Large,6.727272727,2.872727273,4.6,432.58
ETS_0034,37,sandwich,Small,3.26,3.02,6.42,428.9
ETS_0034,20,tulip,Small,2.410714286,1.035714286,6.017857143,524.12
ETS_0034,10,leaf,Small,2.178571429,2.678571429,6.428571429,573.1
ETS_0034,42,butterfly,Small,2.055555556,1.333333333,6.277777778,514.08
ETS_0034,6,tree,Large,5.818181818,3.054545455,6.381818182,384.94
ETS_0034,2,bay,Large,5.678571429,2.946428571,5.303571429,522.17
ETS_0034,21,button,Small,2.169491525,2.644067797,6.101694915,464.84
ETS_0034,9,tank,Large,6.118644068,4.694915254,5.118644068,453.7
ETS_0034,24,rocket,Large,6.173076923,4,5.192307692,399.25
ETS_0034,27,battery,Small,2.8,3.8,6.2,553.57
ETS_0034,36,molecule,Small,1.592592593,3.240740741,4.518518519,560.86
ETS_0034,43,skyscraper,Large,6.538461538,3.769230769,5.923076923,540.22
ETS_0034,15,robin,Small,2.547169811,2.528301887,5.283018868,377.58
ETS_0034,22,jungle,Large,6.596153846,3.519230769,4.461538462,461.27
ETS_0034,28,mansion,Large,6.345454545,3.109090909,5.236363636,504.71
ETS_0034,34,mountain,Large,6.814814815,3.648148148,5.981481481,434.03
ETS_0034,45,hippopotamus,Large,6.111111111,3.018518519,5.37037037,509.54
ETS_0034,7,bear,Large,5.735849057,3.773584906,5.603773585,551.38
ETS_0034,11,glass,Small,3.759259259,2.611111111,5.962962963,437.59
ETS_0034,33,emerald,Small,2.526315789,1.894736842,5.228070175,590.86
ETS_0034,15,shore,Large,5.689655172,2.362068966,5.827586207,457.27
ETS_0034,7,ring,Small,2.125,1.910714286,5.857142857,326.07
ETS_0034,43,fingernail,Small,1.849056604,2.226415094,6.396226415,499.14
ETS_0034,38,parasite,Small,1.75,3.571428571,4.928571429,492.91
ETS_0034,18,camel,Large,5.517241379,3.517241379,4.948275862,635.73
ETS_0034,29,sausage,Small,3.392857143,4.357142857,6.107142857,513.57
ETS_0034,8,nose,Small,2.622641509,2.943396226,6.396226415,422
ETS_0034,18,glove,Small,2.85,3.016666667,6.233333333,367.25
ETS_0034,35,bacteria,Small,1.660714286,3.071428571,5.178571429,484.17
ETS_0034,32,gorilla,Large,5.672727273,4.345454545,5.145454545,471.43
ETS_0034,28,vitamin,Small,2.127272727,2.818181818,5.8,411.51
ETS_0034,8,lake,Large,5.912280702,3.350877193,6.280701754,541.84
ETS_0034,17,whale,Large,6.614035088,3.140350877,5.543859649,495.21
ETS_0034,13,horse,Large,5.479166667,2.395833333,5.770833333,388.73
ETS_0034,12,phone,Small,2.980392157,2.862745098,6.37254902,444.15
ETS_0034,14,apple,Small,2.385964912,2.614035088,6.50877193,381.08
ETS_0034,16,thumb,Small,2.534482759,3.448275862,6.396551724,423.81
ETS_0034,30,volcano,Large,6.314814815,3.833333333,5.259259259,415.21
ETS_0034,1,cup,Small,2.821428571,2.982142857,6.214285714,436.88
ETS_0034,17,peach,Small,2.403508772,1.736842105,6.052631579,478.02
ETS_0034,3,jet,Large,6,3.905660377,5.358490566,444.25
ETS_0034,23,insect,Small,1.703703704,3.425925926,5.777777778,607.57
ETS_0034,11,river,Large,5.666666667,2.685185185,6.092592593,521.81
ETS_0034,24,bullet,Small,2.350877193,4.543859649,5.473684211,497.28
ETS_0034,5,rose,Small,2.811320755,1.132075472,5.981132075,529.44
ETS_0034,31,apricot,Small,2.406779661,2.220338983,5.101694915,622.18
ETS_0034,32,parsley,Small,2.25,2.339285714,5.017857143,654.27
ETS_0034,36,elephant,Large,6.431372549,3.470588235,5.803921569,419.36
ETS_0034,42,submarine,Large,5.803921569,3.921568627,4.725490196,528.36
ETS_0034,30,aspirin,Small,1.945454545,3.018181818,5.818181818,527.07
ETS_0034,21,planet,Large,6.574468085,3.021276596,5.659574468,450.64
ETS_0034,26,diamond,Small,2.811320755,1.58490566,5.867924528,450.5
ETS_0034,4,cow,Large,5.245283019,3.037735849,6.037735849,463.73
ETS_0034,38,dinosaur,Large,6.418181818,4.381818182,4.854545455,432.92
ETS_0034,1,bed,Large,4.945454545,2.927272727,6.381818182,375.57
ETS_0035,3,lip,Small,2.775862069,1.844827586,5.862068966,600.37
ETS_0035,18,glove,Small,2.85,3.016666667,6.233333333,522.03
ETS_0035,17,peach,Small,2.403508772,1.736842105,6.052631579,565.52
ETS_0035,28,vitamin,Small,2.127272727,2.818181818,5.8,519.96
ETS_0035,38,parasite,Small,1.75,3.571428571,4.928571429,647.52
ETS_0035,18,camel,Large,5.517241379,3.517241379,4.948275862,558.32
ETS_0035,7,bear,Large,5.735849057,3.773584906,5.603773585,531.33
ETS_0035,39,downtown,Large,6.020833333,3.083333333,5.791666667,508.74
ETS_0035,1,cup,Small,2.821428571,2.982142857,6.214285714,555.63
ETS_0035,10,bull,Large,5.796296296,4.740740741,4.962962963,544.97
ETS_0035,41,cathedral,Large,6.160714286,3.053571429,5.428571429,606.7
ETS_0035,26,diamond,Small,2.811320755,1.58490566,5.867924528,567.59
ETS_0035,30,aspirin,Small,1.945454545,3.018181818,5.818181818,705.73
ETS_0035,1,bed,Large,4.945454545,2.927272727,6.381818182,552.68
ETS_0035,4,pin,Small,1.892857143,3,5.607142857,533.66
ETS_0035,45,hummingbird,Small,2.018518519,2.055555556,5.888888889,684.72
ETS_0035,26,monster,Large,5.413793103,4.293103448,4.103448276,537.09
ETS_0035,29,tractor,Large,5.648148148,4.796296296,5.648148148,673.69
ETS_0035,14,ocean,Large,6.578947368,2.719298246,5.701754386,642.08
ETS_0035,43,skyscraper,Large,6.538461538,3.769230769,5.923076923,627.87
ETS_0035,36,molecule,Small,1.592592593,3.240740741,4.518518519,609.98
ETS_0035,27,stadium,Large,6.41509434,4.188679245,5.981132075,571.68
ETS_0035,35,bacteria,Small,1.660714286,3.071428571,5.178571429,614.91
ETS_0035,45,hippopotamus,Large,6.111111111,3.018518519,5.37037037,649.94
ETS_0035,23,galaxy,Large,6.727272727,2.872727273,4.6,693.96
ETS_0035,41,cigarette,Small,2.345454545,3.854545455,4.981818182,563.25
ETS_0035,39,mosquito,Small,1.767857143,3.357142857,6.178571429,568.8
ETS_0035,24,bullet,Small,2.350877193,4.543859649,5.473684211,611.81
ETS_0035,10,leaf,Small,2.178571429,2.678571429,6.428571429,712.03
ETS_0035,31,apricot,Small,2.406779661,2.220338983,5.101694915,638.22
ETS_0035,11,glass,Small,3.759259259,2.611111111,5.962962963,494.48
ETS_0035,35,motorway,Large,6,4.25,5.016666667,635.34
ETS_0035,15,robin,Small,2.547169811,2.528301887,5.283018868,503.13
ETS_0035,25,walrus,Large,5.736842105,3.666666667,5.403508772,661.27
ETS_0035,19,snail,Small,2.176470588,3.098039216,5.588235294,628.83
ETS_0035,28,mansion,Large,6.345454545,3.109090909,5.236363636,614.07
ETS_0035,22,needle,Small,1.912280702,2.649122807,5.947368421,623.25
ETS_0035,30,volcano,Large,6.314814815,3.833333333,5.259259259,515.25
ETS_0035,6,tree,Large,5.818181818,3.054545455,6.381818182,438.18
ETS_0035,40,bookcase,Large,4.836363636,2.872727273,5.763636364,593.64
ETS_0035,7,ring,Small,2.125,1.910714286,5.857142857,643.91
ETS_0035,20,tulip,Small,2.410714286,1.035714286,6.017857143,606.94
ETS_0035,32,gorilla,Large,5.672727273,4.345454545,5.145454545,609.93
ETS_0035,27,battery,Small,2.8,3.8,6.2,572.93
ETS_0035,36,elephant,Large,6.431372549,3.470588235,5.803921569,564.81
ETS_0035,43,fingernail,Small,1.849056604,2.226415094,6.396226415,555.55
ETS_0035,23,insect,Small,1.703703704,3.425925926,5.777777778,541.42
ETS_0035,34,mountain,Large,6.814814815,3.648148148,5.981481481,508.45
ETS_0035,2,fly,Small,2.551724138,3.310344828,5.551724138,516.18
ETS_0035,8,lake,Large,5.912280702,3.350877193,6.280701754,633.41
ETS_0035,38,dinosaur,Large,6.418181818,4.381818182,4.854545455,615.07
ETS_0035,16,thumb,Small,2.534482759,3.448275862,6.396551724,603.39
ETS_0035,22,jungle,Large,6.596153846,3.519230769,4.461538462,517.85
ETS_0035,9,tank,Large,6.118644068,4.694915254,5.118644068,528.68
ETS_0035,44,supermarket,Large,5.896551724,2.465517241,6.068965517,574.03
ETS_0035,29,sausage,Small,3.392857143,4.357142857,6.107142857,471.94
ETS_0035,42,butterfly,Small,2.055555556,1.333333333,6.277777778,527.46
ETS_0035,24,rocket,Large,6.173076923,4,5.192307692,499.16
ETS_0035,34,magazine,Small,3.25862069,2.034482759,5.879310345,541.36
ETS_0035,37,sandwich,Small,3.26,3.02,6.42,511.47
ETS_0035,42,submarine,Large,5.803921569,3.921568627,4.725490196,602
ETS_0035,3,jet,Large,6,3.905660377,5.358490566,594.74
ETS_0035,11,river,Large,5.666666667,2.685185185,6.092592593,569.62
ETS_0035,15,shore,Large,5.689655172,2.362068966,5.827586207,673.96
ETS_0035,2,bay,Large,5.678571429,2.946428571,5.303571429,664.61
ETS_0035,8,nose,Small,2.622641509,2.943396226,6.396226415,697.47
ETS_0035,32,parsley,Small,2.25,2.339285714,5.017857143,679.48
ETS_0035,21,button,Small,2.169491525,2.644067797,6.101694915,553.86
ETS_0035,33,giraffe,Large,6.089285714,3,5.803571429,487.35
ETS_0035,33,emerald,Small,2.526315789,1.894736842,5.228070175,604
ETS_0035,12,phone,Small,2.980392157,2.862745098,6.37254902,469.42
ETS_0035,13,video,Small,3.321428571,3.285714286,6.107142857,518.51
ETS_0035,31,buffalo,Large,5.490566038,4.188679245,5.20754717,607.62
ETS_0035,14,apple,Small,2.385964912,2.614035088,6.50877193,485.01
ETS_0035,17,whale,Large,6.614035088,3.140350877,5.543859649,512.72
ETS_0035,12,train,Large,6.338983051,4.322033898,6.118644068,459.79
ETS_0035,6,neck,Small,3.381818182,2.763636364,6.163636364,484.74
ETS_0035,16,truck,Large,5.508474576,4.745762712,6.169491525,577.5
ETS_0035,5,park,Large,5.614035088,2.719298246,6.456140351,443.86
ETS_0035,13,horse,Large,5.479166667,2.395833333,5.770833333,537.16
ETS_0035,5,rose,Small,2.811320755,1.132075472,5.981132075,483.82
ETS_0035,9,tape,Small,2.354166667,3.208333333,6.395833333,563.56
ETS_0035,21,planet,Large,6.574468085,3.021276596,5.659574468,510.08
ETS_0037,3,lip,Small,2.775862069,1.844827586,5.862068966,420.67
ETS_0037,40,bookcase,Large,4.836363636,2.872727273,5.763636364,549.16
ETS_0037,33,emerald,Small,2.526315789,1.894736842,5.228070175,667.85
ETS_0037,36,molecule,Small,1.592592593,3.240740741,4.518518519,571.49
ETS_0037,17,peach,Small,2.403508772,1.736842105,6.052631579,472.02
ETS_0037,27,battery,Small,2.8,3.8,6.2,444.53
ETS_0037,14,apple,Small,2.385964912,2.614035088,6.50877193,465.46
ETS_0037,24,bullet,Small,2.350877193,4.543859649,5.473684211,399.77
ETS_0037,26,monster,Large,5.413793103,4.293103448,4.103448276,668.67
ETS_0037,15,robin,Small,2.547169811,2.528301887,5.283018868,518.5
ETS_0037,11,river,Large,5.666666667,2.685185185,6.092592593,512.27
ETS_0037,23,insect,Small,1.703703704,3.425925926,5.777777778,559.12
ETS_0037,8,nose,Small,2.622641509,2.943396226,6.396226415,555.25
ETS_0037,31,apricot,Small,2.406779661,2.220338983,5.101694915,472.31
ETS_0037,19,snail,Small,2.176470588,3.098039216,5.588235294,468.3
ETS_0037,25,peanut,Small,2.076923077,3.134615385,6.173076923,551.55
ETS_0037,5,rose,Small,2.811320755,1.132075472,5.981132075,394.08
ETS_0037,33,giraffe,Large,6.089285714,3,5.803571429,428.66
ETS_0037,8,lake,Large,5.912280702,3.350877193,6.280701754,365.91
ETS_0037,44,supermarket,Large,5.896551724,2.465517241,6.068965517,538.28
ETS_0037,28,vitamin,Small,2.127272727,2.818181818,5.8,559.79
ETS_0037,12,phone,Small,2.980392157,2.862745098,6.37254902,472.17
ETS_0037,40,teaspoon,Small,1.830508475,2.06779661,6.033898305,456.12
ETS_0037,36,elephant,Large,6.431372549,3.470588235,5.803921569,474.77
ETS_0037,21,planet,Large,6.574468085,3.021276596,5.659574468,511.51
ETS_0037,39,mosquito,Small,1.767857143,3.357142857,6.178571429,442.25
ETS_0037,20,moose,Large,6.038461538,4.115384615,5.673076923,419.11
ETS_0037,41,cigarette,Small,2.345454545,3.854545455,4.981818182,444.29
ETS_0037,37,sandwich,Small,3.26,3.02,6.42,478.96
ETS_0037,5,park,Large,5.614035088,2.719298246,6.456140351,444.1
ETS_0037,2,bay,Large,5.678571429,2.946428571,5.303571429,432.59
ETS_0037,32,gorilla,Large,5.672727273,4.345454545,5.145454545,399.18
ETS_0037,43,fingernail,Small,1.849056604,2.226415094,6.396226415,451.43
ETS_0037,45,hummingbird,Small,2.018518519,2.055555556,5.888888889,596.36
ETS_0037,3,jet,Large,6,3.905660377,5.358490566,569.15
ETS_0037,38,parasite,Small,1.75,3.571428571,4.928571429,507.48
ETS_0037,4,pin,Small,1.892857143,3,5.607142857,353.98
ETS_0037,16,truck,Large,5.508474576,4.745762712,6.169491525,469.32
ETS_0037,41,cathedral,Large,6.160714286,3.053571429,5.428571429,666.49
ETS_0037,13,horse,Large,5.479166667,2.395833333,5.770833333,413.65
ETS_0037,30,aspirin,Small,1.945454545,3.018181818,5.818181818,483.59
ETS_0037,15,shore,Large,5.689655172,2.362068966,5.827586207,498.26
ETS_0037,20,tulip,Small,2.410714286,1.035714286,6.017857143,361.85
ETS_0037,18,camel,Large,5.517241379,3.517241379,4.948275862,290.83
ETS_0037,6,neck,Small,3.381818182,2.763636364,6.163636364,388.89
ETS_0037,31,buffalo,Large,5.490566038,4.188679245,5.20754717,455.81
ETS_0037,10,leaf,Small,2.178571429,2.678571429,6.428571429,425.59
ETS_0037,39,downtown,Large,6.020833333,3.083333333,5.791666667,444.32
ETS_0037,38,dinosaur,Large,6.418181818,4.381818182,4.854545455,512.06
ETS_0037,42,submarine,Large,5.803921569,3.921568627,4.725490196,428.28
ETS_0037,22,jungle,Large,6.596153846,3.519230769,4.461538462,450.51
ETS_0037,11,glass,Small,3.759259259,2.611111111,5.962962963,421.76
ETS_0037,18,glove,Small,2.85,3.016666667,6.233333333,373.82
ETS_0037,27,stadium,Large,6.41509434,4.188679245,5.981132075,409.16
ETS_0037,28,mansion,Large,6.345454545,3.109090909,5.236363636,469.84
ETS_0037,44,handkerchief,Small,2.642857143,3.232142857,5.553571429,535.21
ETS_0037,35,bacteria,Small,1.660714286,3.071428571,5.178571429,543.41
ETS_0037,42,butterfly,Small,2.055555556,1.333333333,6.277777778,490.77
ETS_0037,9,tank,Large,6.118644068,4.694915254,5.118644068,462.82
ETS_0037,6,tree,Large,5.818181818,3.054545455,6.381818182,354.48
ETS_0037,43,skyscraper,Large,6.538461538,3.769230769,5.923076923,487.58
ETS_0037,45,hippopotamus,Large,6.111111111,3.018518519,5.37037037,501.71
ETS_0037,7,bear,Large,5.735849057,3.773584906,5.603773585,382.9
ETS_0037,7,ring,Small,2.125,1.910714286,5.857142857,418.74
ETS_0037,32,parsley,Small,2.25,2.339285714,5.017857143,472.85
ETS_0037,2,fly,Small,2.551724138,3.310344828,5.551724138,372.5
ETS_0037,21,button,Small,2.169491525,2.644067797,6.101694915,402.25
ETS_0037,14,ocean,Large,6.578947368,2.719298246,5.701754386,459.67
ETS_0037,9,tape,Small,2.354166667,3.208333333,6.395833333,425.75
ETS_0037,29,tractor,Large,5.648148148,4.796296296,5.648148148,450.34
ETS_0037,17,whale,Large,6.614035088,3.140350877,5.543859649,405.83
ETS_0037,30,volcano,Large,6.314814815,3.833333333,5.259259259,468.39
ETS_0037,34,mountain,Large,6.814814815,3.648148148,5.981481481,499.39
ETS_0037,26,diamond,Small,2.811320755,1.58490566,5.867924528,628.89
ETS_0037,1,cup,Small,2.821428571,2.982142857,6.214285714,484.59
ETS_0037,34,magazine,Small,3.25862069,2.034482759,5.879310345,524.95
ETS_0037,24,rocket,Large,6.173076923,4,5.192307692,560.51
ETS_0037,10,bull,Large,5.796296296,4.740740741,4.962962963,382.72
ETS_0037,23,galaxy,Large,6.727272727,2.872727273,4.6,492.82
ETS_0037,13,video,Small,3.321428571,3.285714286,6.107142857,451.56
ETS_0037,25,walrus,Large,5.736842105,3.666666667,5.403508772,428.22
ETS_0037,12,train,Large,6.338983051,4.322033898,6.118644068,405.71
ETS_0037,1,bed,Large,4.945454545,2.927272727,6.381818182,396.23
ETS_0040,3,jet,Large,6,3.905660377,5.358490566,484.94
ETS_0040,13,video,Small,3.321428571,3.285714286,6.107142857,474.75
ETS_0040,40,bookcase,Large,4.836363636,2.872727273,5.763636364,498.01
ETS_0040,38,dinosaur,Large,6.418181818,4.381818182,4.854545455,505.77
ETS_0040,24,rocket,Large,6.173076923,4,5.192307692,513.49
ETS_0040,2,fly,Small,2.551724138,3.310344828,5.551724138,475.58
ETS_0040,25,peanut,Small,2.076923077,3.134615385,6.173076923,458.42
ETS_0040,41,cigarette,Small,2.345454545,3.854545455,4.981818182,631.82
ETS_0040,37,wardrobe,Large,5.016666667,2.183333333,5.616666667,594.07
ETS_0040,32,parsley,Small,2.25,2.339285714,5.017857143,618.39
ETS_0040,38,parasite,Small,1.75,3.571428571,4.928571429,579.45
ETS_0040,44,supermarket,Large,5.896551724,2.465517241,6.068965517,523.66
ETS_0040,28,mansion,Large,6.345454545,3.109090909,5.236363636,504
ETS_0040,5,rose,Small,2.811320755,1.132075472,5.981132075,454.63
ETS_0040,36,molecule,Small,1.592592593,3.240740741,4.518518519,565.63
ETS_0040,43,fingernail,Small,1.849056604,2.226415094,6.396226415,600.5
ETS_0040,25,walrus,Large,5.736842105,3.666666667,5.403508772,478.27
ETS_0040,8,lake,Large,5.912280702,3.350877193,6.280701754,514.7
ETS_0040,17,whale,Large,6.614035088,3.140350877,5.543859649,575.85
ETS_0040,7,ring,Small,2.125,1.910714286,5.857142857,517.83
ETS_0040,9,tape,Small,2.354166667,3.208333333,6.395833333,531.03
ETS_0040,29,sausage,Small,3.392857143,4.357142857,6.107142857,460.29
ETS_0040,23,insect,Small,1.703703704,3.425925926,5.777777778,567.34
ETS_0040,22,needle,Small,1.912280702,2.649122807,5.947368421,432.16
ETS_0040,11,glass,Small,3.759259259,2.611111111,5.962962963,451.29
ETS_0040,2,bay,Large,5.678571429,2.946428571,5.303571429,486.37
ETS_0040,19,comet,Large,6.056603774,3.169811321,3.962264151,514.27
ETS_0040,10,bull,Large,5.796296296,4.740740741,4.962962963,453.44
ETS_0040,45,hippopotamus,Large,6.111111111,3.018518519,5.37037037,597.1
ETS_0040,5,park,Large,5.614035088,2.719298246,6.456140351,426.82
ETS_0040,18,camel,Large,5.517241379,3.517241379,4.948275862,435.17
ETS_0040,12,phone,Small,2.980392157,2.862745098,6.37254902,568.4
ETS_0040,19,snail,Small,2.176470588,3.098039216,5.588235294,616.77
ETS_0040,31,buffalo,Large,5.490566038,4.188679245,5.20754717,496.68
ETS_0040,32,gorilla,Large,5.672727273,4.345454545,5.145454545,498.2
ETS_0040,40,teaspoon,Small,1.830508475,2.06779661,6.033898305,556.64
ETS_0040,1,cup,Small,2.821428571,2.982142857,6.214285714,490.97
ETS_0040,35,bacteria,Small,1.660714286,3.071428571,5.178571429,570.5
ETS_0040,42,submarine,Large,5.803921569,3.921568627,4.725490196,597.73
ETS_0040,3,lip,Small,2.775862069,1.844827586,5.862068966,555.89
ETS_0040,9,tank,Large,6.118644068,4.694915254,5.118644068,485.56
ETS_0040,4,cow,Large,5.245283019,3.037735849,6.037735849,566.11
ETS_0040,39,mosquito,Small,1.767857143,3.357142857,6.178571429,465.04
ETS_0040,11,river,Large,5.666666667,2.685185185,6.092592593,632.37
ETS_0040,15,robin,Small,2.547169811,2.528301887,5.283018868,580.75
ETS_0040,33,emerald,Small,2.526315789,1.894736842,5.228070175,703.07
ETS_0040,23,galaxy,Large,6.727272727,2.872727273,4.6,579.57
ETS_0040,16,thumb,Small,2.534482759,3.448275862,6.396551724,598.59
ETS_0040,26,diamond,Small,2.811320755,1.58490566,5.867924528,509.92
ETS_0040,42,butterfly,Small,2.055555556,1.333333333,6.277777778,531.67
ETS_0040,1,bed,Large,4.945454545,2.927272727,6.381818182,474.43
ETS_0040,13,horse,Large,5.479166667,2.395833333,5.770833333,613.4
ETS_0040,22,jungle,Large,6.596153846,3.519230769,4.461538462,510.46
ETS_0040,16,truck,Large,5.508474576,4.745762712,6.169491525,489.85
ETS_0040,14,apple,Small,2.385964912,2.614035088,6.50877193,501.49
ETS_0040,30,aspirin,Small,1.945454545,3.018181818,5.818181818,593.62
ETS_0040,15,shore,Large,5.689655172,2.362068966,5.827586207,569.01
ETS_0040,7,bear,Large,5.735849057,3.773584906,5.603773585,505.02
ETS_0040,27,battery,Small,2.8,3.8,6.2,455.94
ETS_0040,10,leaf,Small,2.178571429,2.678571429,6.428571429,514.42
ETS_0040,36,elephant,Large,6.431372549,3.470588235,5.803921569,585.54
ETS_0040,24,bullet,Small,2.350877193,4.543859649,5.473684211,504.27
ETS_0040,20,tulip,Small,2.410714286,1.035714286,6.017857143,609.49
ETS_0040,30,volcano,Large,6.314814815,3.833333333,5.259259259,472.58
ETS_0040,21,planet,Large,6.574468085,3.021276596,5.659574468,437.96
ETS_0040,6,tree,Large,5.818181818,3.054545455,6.381818182,424.2
ETS_0040,21,button,Small,2.169491525,2.644067797,6.101694915,420.59
ETS_0040,6,neck,Small,3.381818182,2.763636364,6.163636364,564.34
ETS_0040,27,stadium,Large,6.41509434,4.188679245,5.981132075,530.85
ETS_0040,28,vitamin,Small,2.127272727,2.818181818,5.8,511.01
ETS_0040,34,magazine,Small,3.25862069,2.034482759,5.879310345,510.27
ETS_0040,29,tractor,Large,5.648148148,4.796296296,5.648148148,529.12
ETS_0040,43,skyscraper,Large,6.538461538,3.769230769,5.923076923,583.94
ETS_0040,39,downtown,Large,6.020833333,3.083333333,5.791666667,506.64
ETS_0040,20,moose,Large,6.038461538,4.115384615,5.673076923,525.15
ETS_0040,12,train,Large,6.338983051,4.322033898,6.118644068,488.57
ETS_0040,26,monster,Large,5.413793103,4.293103448,4.103448276,473.11
ETS_0040,18,glove,Small,2.85,3.016666667,6.233333333,474.83
ETS_0040,33,giraffe,Large,6.089285714,3,5.803571429,528.53
ETS_0040,4,pin,Small,1.892857143,3,5.607142857,467.96
ETS_0040,37,sandwich,Small,3.26,3.02,6.42,471.44
ETS_0040,17,peach,Small,2.403508772,1.736842105,6.052631579,526.38
ETS_0040,8,nose,Small,2.622641509,2.943396226,6.396226415,515.37
ETS_0040,14,ocean,Large,6.578947368,2.719298246,5.701754386,472.06
ETS_0040,34,mountain,Large,6.814814815,3.648148148,5.981481481,455
ETS_0041,7,ring,Small,2.125,1.910714286,5.857142857,511.46
ETS_0041,45,hippopotamus,Large,6.111111111,3.018518519,5.37037037,581.61
ETS_0041,37,wardrobe,Large,5.016666667,2.183333333,5.616666667,624.43
ETS_0041,37,sandwich,Small,3.26,3.02,6.42,483.72
ETS_0041,10,bull,Large,5.796296296,4.740740741,4.962962963,548.42
ETS_0041,21,button,Small,2.169491525,2.644067797,6.101694915,486.7
ETS_0041,21,planet,Large,6.574468085,3.021276596,5.659574468,529.69
ETS_0041,11,glass,Small,3.759259259,2.611111111,5.962962963,755.44
ETS_0041,5,park,Large,5.614035088,2.719298246,6.456140351,590.61
ETS_0041,25,walrus,Large,5.736842105,3.666666667,5.403508772,572.55
ETS_0041,10,leaf,Small,2.178571429,2.678571429,6.428571429,538.13
ETS_0041,15,robin,Small,2.547169811,2.528301887,5.283018868,521.07
ETS_0041,35,bacteria,Small,1.660714286,3.071428571,5.178571429,670.44
